title,company,location,date,job_link,description
Data & Reporting Specialist (CIB),BPER Banca,"Milan, Lombardy, Italy",2026-02-04,https://it.linkedin.com/jobs/view/data-reporting-specialist-cib-at-bper-banca-4369069560?position=51&pageNum=0&refId=b7rzz70eEHzYLWgPNo6b6g%3D%3D&trackingId=HF7LKOtevW3nCQZEbvKZDw%3D%3D,"BPER Banca è uno dei più importanti gruppi bancari a livello nazionale. Siamo una realtà solida e attenta alle esigenze degli individui, delle imprese e dei territori. Da sempre siamo orientati al futuro per essere protagonisti del cambiamento attraverso un percorso di crescita inclusiva e sostenibile per i nostri clienti e le nostre persone.

Chi cerchiamo:
Data & Reporting Specialist per l’Ufficio Reporting & Budget CIB, all’interno del Servizio Marketing Strategico Corporate & Investment Banking, con sede di lavoro a Milano.
Ecco un esempio delle attività che seguirai:
• Monitoraggio delle performance della Divisione Bper CIB attraverso l’esecuzione di analisi mirate e definizione di KPI.
• Definizione e ottimizzazione dei modelli di monitoraggio di Bper CIB: ciclo di forecasting e budgeting, target setting e obiettivi di vendita.
• Supporto alla progettazione, realizzazione e manutenzione di dashboard e reportistica per la Rete Commerciale e per le Fabbriche Prodotto interne a Bper CIB.
• Collaborare a stretto contatto con IT e Data Office per garantire l’affidabilità e la disponibilità dei dati.
Requisiti mandatory:
• Laurea in discipline economiche o scientifiche
• Almeno 7/10 anni di esperienza in ruoli analoghi (Business Intelligence, Customer Value Management, Pianificazione e Controllo di Gestione) all’interno di Istituti Bancari
• Necessari background analitico e forte orientamento al Cliente Interno (strutture commerciali di rete, specialisti di prodotto e strutture di direzione), abbinati alla capacità di coniugare dati, insight e strategia per contribuire alla pianificazione e all’efficacia dell’azione commerciale della Divisione Bper CIB
• Conoscenza avanzata di strumenti MS Office (Excel, Power Point, Access), conoscenza di strumenti di elaborazione massiva dati (SAS, linguaggio SQL)
Nice to have
• Conoscenza dei modelli di definizione della redditività gestionale di Cliente/Portafoglio e dei principali meccanismi di funzionamento nell’offerta bancaria alle Imprese (prodotti di Traditional Banking, Investment Banking e strategie di Risk Adjusted Pricing).
Cosa offriamo:
Ambiente di lavoro dinamico e stimolante che favorisce l’autonomia e la crescita professionale
Confronto con colleghi con diverse esperienze formative e professionali
Lavoro in team e modalità di lavoro “cross functions”
Acquisizione e rinforzo di skills e competenze
Assunzione a tempo indeterminato con applicazione del CCNL Credito e riconoscimento di benefit aziendali quali: assistenza sanitaria, previdenza complementare, buoni pasto, welfare, condizioni agevolate su prodotti e servizi bancari

Valorizza la tua carriera entrando a far parte di una banca dinamica e in continua crescita, orientata ad un futuro sostenibile da raggiungere grazie ai nostri valori di passione, responsabilità e collaborazione."
Intern - Data Analyst,Lemon Tree Advisory,"Naples, Campania, Italy",2026-02-03,https://it.linkedin.com/jobs/view/intern-data-analyst-at-lemon-tree-advisory-4368720196?position=52&pageNum=0&refId=b7rzz70eEHzYLWgPNo6b6g%3D%3D&trackingId=mhwtKNKOTAAF1R8iMsQdeg%3D%3D,Description not available
Data Analyst,ADHR GROUP,"Milan, Lombardy, Italy",2026-02-05,https://it.linkedin.com/jobs/view/data-analyst-at-adhr-group-4359576505?position=53&pageNum=0&refId=b7rzz70eEHzYLWgPNo6b6g%3D%3D&trackingId=P56XYi%2F58G4kB791yU1nVg%3D%3D,"Il nostro cliente è una realtà che produce dispositivi per il controllo dell’aria. In ottima di potenziamento del personale, cerchiamo un/una Data Analyst che supporti le funzioni aziendali (produzione, supply chain, qualità, vendite e R&D) attraverso l’analisi dei dati, contribuendo a migliorare i processi decisionali e le performance operative.

Responsabilità principali:
Analizzare dati di produzione, qualità e performance dei prodotti
Creare report e dashboard a supporto del management
Identificare trend, anomalie e opportunità di miglioramento dei processi industriali
Collaborare con i team di produzione, ingegneria e supply chain
Supportare progetti di ottimizzazione e miglioramento continuo
Garantire la qualità, coerenza e affidabilità dei dati

Requisiti:
Laurea in Statistica, Ingegneria, Economia, Informatica o discipline affini
Esperienza di almeno di almeno un anno nel medesimo ruolo
Ottima conoscenza di SQL e Excel
Buona padronanza di strumenti di data visualization (Power BI, Tableau o simili)
Capacità di analisi, problem solving e attenzione al dettaglio
Buone capacità comunicative e di lavoro in team

Cosa offriamo:
Inserimento in un’azienda solida e in crescita
Ambiente dinamico e orientato all’innovazione
Opportunità di sviluppo professionale
Contratto a tempo indeterminato Ral 35.000€

Le ricerche sono rivolte a candidati dell’uno e dell’altro sesso ai sensi delle L.903/77 e L.125/91. I candidati sono invitati a leggere l’informativa privacy sul sito di Adhr Group ai sensi dell’art. 13 del Regolamento (UE) 2016/679 sulla protezione dei dati (GDPR). ADHR GROUP – Agenzia per il lavoro S.p.a. Iscr. Albo Agenzie per il Lavoro Sez. I – Aut. Min. prot.n.13/I/0013269"
Data Analyst,ESIS Srl,Italy,2026-01-20,https://it.linkedin.com/jobs/view/data-analyst-at-esis-srl-4353953480?position=54&pageNum=0&refId=b7rzz70eEHzYLWgPNo6b6g%3D%3D&trackingId=FDOM2Vd3AFNchBNa%2F7xYOg%3D%3D,Description not available
Data Analyst Graduate RM,Boston Scientific,"Milan, Lombardy, Italy",2026-02-13,https://it.linkedin.com/jobs/view/data-analyst-graduate-rm-at-boston-scientific-4372737411?position=55&pageNum=0&refId=b7rzz70eEHzYLWgPNo6b6g%3D%3D&trackingId=f4ni8jBHMmKAxpHWn7MQMg%3D%3D,"At Boston Scientific, you will find a collaborative culture driven by a passion for innovation that keeps us connected on the most essential level. With determination, imagination and a deep caring for human life, we’re solving some of the most important healthcare industry challenges. Together, we’re one global team committed to making a difference in people’s lives around the world. This is a place where you can find a career with meaningful purpose—improving lives through your life’s work.

About The Role

Working in our Rhythm Management division, as a member of the RM team, you will be working in the division to design, development, and maintain (Tableau) reports to support the business in the execution of the business strategies, priorities and objectives.

You will be working with the maintenance of the existing reports available in our Portfolio (RM Navigator), besides developing dashboards to support new product launches and/or strategy execution of key products and projects You will be connecting the dots between the different functions and systems to enable, create/improve the structures and processes to design reports and ensure data accuracy and availability. You will also be the focal point for the user support, where you will work closely with our Sales and Marketing team to support with the Tableau requests, questions and troubleshooting.

Starting in March/April 2026 this role is a 12-month Hybrid contract based out of our Milan office.

Your Responsibilities Will Be

Update and maintenance of the existing reports in the reporting portfolio (RM Navigator)
Development of optimal dashboards that support the new product launches and/or strategy execution of key products and projects.
Connecting the dots between the different functions to design, create or improve the structures and processes to ensure data accuracy and availability. (Working together with the systems owners)
Creation of data flow to integrate different data sources (clean, join, pivot, aggregate, etc…)
2nd level Tableau User Support
Grant user access to Tableau
Manage the Tableau requests from the users to its completion.
Provide learning sessions for reports/Tableau features & functions.

What Are We Looking For In You

Be a recent Bachelors or Masters graduate (2025/2026) in Analytics, Economics or Business Management
Be fluent in Italian and English (C1)
Have strong analytical skills and demonstrated understanding of how to interpret Sales/Mkt business needs and translate them into requirements.
Have Tableau and Excel skills for business analysis.
Be a person with meticulous and detailed working skills.
Have planning, time management, strong communication and presentation skills.

What You Can Expect From Us

Defined-term contract (12 months) with competitive salary and company benefits.
Support in developing your skills and expertise in various area.
A solid onboarding and development plan.
Regular coaching and development feedback and supporting performance review.
An inclusive culture.
Strong team spirit and collaboration.

Location: our offices in Milan, on a hybrid work mode schedule.

Start date: March/ April 2026

We, Boston Scientific, are an equal employment opportunity employer. We do not and will not make any personnel decisions (like recruiting, hiring, job assignments, and promotions) based on a person’s age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law."
Data Analyst (Excel),Deda Speed,"Brugherio, Lombardy, Italy",2026-01-23,https://it.linkedin.com/jobs/view/data-analyst-excel-at-deda-speed-4320949117?position=56&pageNum=0&refId=b7rzz70eEHzYLWgPNo6b6g%3D%3D&trackingId=m3ymo6zHMnma77lND6N5Tw%3D%3D,Description not available
Data Analytics & Visualization Associate - Milano,PwC Italy,"Milan, Lombardy, Italy",2026-01-29,https://it.linkedin.com/jobs/view/data-analytics-visualization-associate-milano-at-pwc-italy-4339090393?position=57&pageNum=0&refId=b7rzz70eEHzYLWgPNo6b6g%3D%3D&trackingId=I4tOyd%2Fu7LC%2Fizq9NdprYA%3D%3D,"Vuoi essere al centro di prospettive di crescita uniche?
Entra nella practice Technology Consulting di PwC e diventa:Data Analytics & Visualization Associate
YOUR PERSPECTIVE
Farai parte di un team che sviluppa soluzioni avanzate di Business Intelligence e Data Analytics per progetti di Digital Transformation in settori come Automotive, Industrial Manufacturing, Consumer Markets, Energy & Utilities, Financial Services, Telco & Media. Lavorerai con le tecnologie più recenti per trasformare i dati in insight concreti.
Le tue attività principali saranno:
Sviluppo end-to-end di soluzioni BI: dalla raccolta dei requisiti alla realizzazione di dashboard interattive.
Implementazione di processi ETL per l’integrazione e la trasformazione dei dati provenienti da diverse fonti.
Data Modeling: progettazione di modelli relazionali e semantici per ottimizzare performance e scalabilità.
Data Preparation: pulizia, normalizzazione e arricchimento dei dati per garantire qualità e coerenza.
Sviluppo di report e dashboard utilizzando strumenti di Data Visualization (Power BI, Qlik, Tableau).
Analisi comparativa delle tecnologie e studi di fattibilità per scegliere le soluzioni più adatte.
Ottimizzazione delle query e tuning delle performance su database relazionali e modelli analitici.
YOUR UNIQUE STRENGHTS
Laurea in Informatica, Ingegneria, Economia, Matematica o discipline affini.
Esperienza nello sviluppo con almeno uno dei principali tool di Data Visualization: Power BI, QlikView/QlikSense, Tableau.
Conoscenza di SQL e dei linguaggi di manipolazione dati (T-SQL, DAX, M, Phyton, PySpark).
Familiarità con ETL e tecniche di Data Modeling.
Comprensione dei concetti di Data Preparation e gestione di dataset complessi.
Interesse per Business Intelligence, Data Analytics e Big Data.
Plus: certificazioni su Power BI, Qlik, Tableau."
Data Analyst,Tinexta Infocert,"Rome, Latium, Italy",2026-02-03,https://it.linkedin.com/jobs/view/data-analyst-at-tinexta-infocert-4368616825?position=58&pageNum=0&refId=b7rzz70eEHzYLWgPNo6b6g%3D%3D&trackingId=cViD1WykXUNZBpGwnZ05TA%3D%3D,"Tinexta InfoCert è la più grande Certification Authority e Qualified Trust Service Provider (QTSP) in Europa e risponde alle esigenze di evoluzione digitale di imprese ed enti pubblici, disegnando soluzioni digitali che migliorano ed accelerano la trasformazione digitale dei processi aziendali. È una realtà attiva a livello internazionale e presente in oltre 20 Paesi nel mondo, attraverso le società del Gruppo Sixtema, Ascertia, Camerfirma e CertEurope.
Tinexta InfoCert fa parte di Tinexta SpA, Gruppo industriale quotato in Borsa Italiana (segmento Euronext STAR Milan) con HQ in Italia, oltre 3.000 dipendenti nel mondo e attivo in tre settori strategici: Digital Trust, Cyber Security e Business Innovation. Attraverso le società del Gruppo, promuove un’offerta integrata di servizi avanzati per l’identità e la certificazione digitale, cyber security, digital marketing e accesso ai finanziamenti per l’innovazione e l’internazionalizzazione.


Tinexta Infocert è alla ricerca di un Data Analyst che sarà inserito all’interno della Direzione responsabile delle vendite online e della gestione tecnica e dello sviluppo software dei canali digitali di supporto (siti web, e-commerce, piattaforme digitali). La risorsa sarà coinvolta in attività di analisi avanzata dei dati a supporto delle strategie commerciali e di customer engagement.


Principali responsabilità del ruolo:
Responsabile delle attività di analisi delle vendite e della reportistica sia a livello statistico che di data mining per intercettare fenomeni e correlazioni tra dati non visibili ad occhio nudo
Utilizzare gli strumenti di analisi e manipolazione dei dati (es. SQL, Tableau, etc.), oltre a modelli machine learning in ambiente Python.
Supportare la definizione delle liste target di clienti o prospect soggetti a campagne commerciali o di customer care eseguite attraverso strumento di Marketing Automation o in outbound telefonico.
Partecipare e condurre attivamente iniziative e attività avvalendosi di piattaforme AI per lo sfruttamento delle basi dati aziendali e terze.


Requisiti:
Laurea in Statistica, Economia, Informatica, Ingegneria Informatica o discipline affini (o esperienza equivalente)
Esperienza di almeno 4 anni in ruoli analoghi
Solida conoscenza delle tecniche e degli strumenti di analisi e manipolazione dei dati.
Capacità di realizzare dashboard e report in Tableau, realizzare modelli machine learning Python e utilizzare piattaforme AI.
Buona conoscenza della lingua inglese; la conoscenza dello spagnolo e/o del francese rappresenta un plus.
Costituisce titolo preferenziale l’esperienza maturata in contesti di vendite online, anche su scala internazionale.


Caratteristiche personali:
Elevata attenzione ai dettagli e al rispetto delle scadenze.
Approccio al lavoro strutturato, organizzato e orientato alla qualità.
Creatività e capacità di proporre soluzioni innovative.
Proattività, spirito di iniziativa e autonomia nella pianificazione delle attività.
Forte orientamento al raggiungimento degli obiettivi.
Attitudine al lavoro in team e alla collaborazione.


Think next, trust now
In Tinexta InfoCert crediamo che tutte le forme di diversità siano fonte di arricchimento reciproco. Per questo, ci impegniamo a garantire la parità di genere e un ambiente di lavoro inclusivo, in cui ogni singola risorsa possa contribuire con un valore unico al nostro Gruppo. Pertanto, accogliamo candidature senza distinzione di età, genere, nazionalità, disabilità, orientamento sessuale, religione o stato civile. I dati personali saranno trattati in conformità alle disposizioni contenute nel Regolamento UE 2016/679

Dyslexia Friendly Company
Tinexta InfoCert è una Dyslexia Friendly Company, riconosciuta dall'Associazione Italiana Dislessia, e garantisce a tutte le candidate e candidati con un Disturbo Specifico dell'Apprendimento (DSA) un adeguato processo di selezione, in linea con la normativa vigente.

Se hai un DSA, puoi dichiararlo nel tuo CV e avere accesso a strumenti e accomodamenti specifici durante il processo di selezione."
Customer Data Analyst,PwC Italy,"Milan, Lombardy, Italy",2026-01-29,https://it.linkedin.com/jobs/view/customer-data-analyst-at-pwc-italy-4266636870?position=59&pageNum=0&refId=b7rzz70eEHzYLWgPNo6b6g%3D%3D&trackingId=%2B956axCVixJRIAhLSl4EjQ%3D%3D,"Trasforma le tue aspirazioni professionali in una storia di successo, entra in PwC come:
Customer Data Analyst
Your Perspectives
Ti unirai al gruppo di Customer Transformation di PwC su sfidanti progetti di Customer Advance Analytics e Data Science in ambito Consumer Markets, Financial Services, Energy&Utilities e Telco&Media, per supportare le organizzazioni nel valorizzare il patrimonio informativo sulla propria clientela, utilizzando i dati a disposizione per sviluppare soluzioni innovative basate su Machine Learning.
Grazie all’accesso alle vaste competenze del nostro network internazionale, potrai dare spazio alle tue idee e fornire il contributo innovativo che hai sempre desiderato.
Sarai coinvolto con crescenti responsabilità nelle seguenti attività:
Disegno, sviluppo, test e misurazione delle performance di modelli di Machine Learning e di modelli statistici in ambito Marketing: segmentazioni, Customer scoring, modelli di classificazione, modelli predittivi, modelli di propensione/raccomandazione;
Analisi dati avanzate sul comportamento della clientela sia su canale fisico che digitale attraverso esplorazione di dati strutturati e destrutturati, al fine di derivare insight di business;
Sviluppo di analisi quantitative e modelli di Machine Learning a supporto di progettualità di data-driven Strategy & Decision Making;
Attività di targeting evoluto e valutazione quantitativo-statistica delle campagne di Marketing;
Raccolta dei requisiti progettuali a diretto contatto con la clientela per il disegno e l’elaborazione di soluzioni data-driven;
Your unique strengths
Stai concludendo o hai concluso il percorso di studi o possiedi una laurea magistrale preferibilmente ad indirizzo scientifico (es. Data Science, Informatica, Statistica, Matematica, Fisica);
Hai un’ottima conoscenza di almeno uno tra i linguaggi Python ed R;
Possiedi una buona conoscenza dei database relazionali e del linguaggio SQL;
Hai forti competenze analitiche e ti interessa usare i dati per trovare soluzioni funzionali, creative ed innovative a problemi complessi;
Parli e scrivi in inglese fluentemente;
Ti interessa lavorare in team e crescere in un ambiente di lavoro stimolante e positivo;
Sei flessibile e hai forte motivazione ad intraprendere una carriera professionale in consulenza;

Saranno considerate un plus, le conoscenze, anche a livello base di:
Framework Spark e piattaforme Cloud come Amazon Web Services, Azure e Google Cloud Platform;
Artificial Intelligence in ambito Speech Analytics, Natural Language Processing o Computer Vision;
Set your expectation higher:  
Il tuo talento e la tua curiosità avranno tutto lo spazio che meritano e, attraverso l’identificazione delle migliori risorse, contribuirai a garantire la qualità dei servizi che offriamo ai nostri clienti. In questo percorso di crescita sarai accompagnato da colleghi esperti e da una formazione continua e su misura grazie alla quale potrai mettere le tue competenze a disposizione dei clienti interni.  
   Feel at home:  
 Ci prendiamo cura delle nostre persone mettendole nelle condizioni di crescere ed esprimere al meglio il proprio potenziale. Ci impegniamo a creare valore per i clienti, le persone e la comunità, nel rispetto dell'ambiente.  
 GIVE YOUR LIFE A DIFFERENT PERSPECTIVE"
Data Analyst,Randstad Digital Italia,"Conegliano, Veneto, Italy",2026-01-20,https://it.linkedin.com/jobs/view/data-analyst-at-randstad-digital-italia-4353962909?position=60&pageNum=0&refId=b7rzz70eEHzYLWgPNo6b6g%3D%3D&trackingId=1n0aBKpOvfWQe436RVwLvg%3D%3D,"Randstad Digital, la divisione specializzata nella ricerca, selezione e formazione di profili IT di Randstad Italia, ricerca un Data Analyst per un'importante realtà operante in contesti progettuali innovativi e data-driven.

Il candidato ideale si occuperà di trasformare i dati grezzi in insight strategici, garantendo l'efficienza dei processi di reporting e l'ottimizzazione della data governance aziendale attraverso strumenti di analisi avanzata.

Responsabilità

Reporting e Monitoraggio: redazione di reportistica finanziaria e operativa per stakeholder interni ed esterni.
Dashboard Design: sviluppo di dashboard interattive con definizione e verifica costante dei KPI di business.
Data Engineering: costruzione di pipeline ETL/ELT per la creazione di master data e presentation layer.
Process Optimization: partecipazione attiva a progetti di miglioramento continuo e monitoraggio delle performance aziendali.
Data Governance: definizione e implementazione delle policy per la corretta gestione e integrità del dato.

Requisiti

Titolo di studio: Laurea in Statistica, Ingegneria Informatica o percorsi accademici focalizzati sull'analisi dei dati.
Conoscenza di SQL e Python; padronanza di strumenti di Business Intelligence (Power BI, Qlik Sense o Tableau).
Conoscenza delle principali infrastrutture dati e del pacchetto Office
Forte predisposizione analitica, orientamento al problem solving e proattività.

Modalità di lavoro: In presenza
Luogo di lavoro: Conegliano
Retribuzione: 35-40K

La ricerca è rivolta ai candidati ambosessi (L.903/77). Ti preghiamo di leggere l'informativa sulla privacy Randstad (https://www.randstad.it/privacy/) ai sensi dell'art. 13 del Regolamento (UE) 2016/679 sulla protezione dei dati (GDPR)."
